genero;nhijos;edad;promedio;etnia;modalidad;rendimiento
FEMENINO;0;27;8.185;Mestizos;0;ALTO
MASCULINO;0;22;7.81;Blancos;0;ALTO
MASCULINO;0;22;7.745;Mestizos;0;ALTO
MASCULINO;0;22;8.685;Mestizos;0;ALTO
FEMENINO;0;25;8.495;Mestizos;0;ALTO
MASCULINO;0;25;8.635;Blancos;0;ALTO
FEMENINO;1;24;8.225;Mestizos;0;BAJO
MASCULINO;0;24;8.49;Mestizos;0;ALTO
MASCULINO;0;22;9.245;Mestizos;0;BAJO
MASCULINO;0;22;8.42;Mestizos;0;ALTO
FEMENINO;0;22;8.42;Mestizos;0;ALTO
MASCULINO;0;22;9.195;Mestizos;0;BAJO
MASCULINO;0;26;8.455;Mestizos;0;BAJO
FEMENINO;0;22;8.4;Mestizos;0;ALTO
MASCULINO;0;22;9.24;AfroEcuatoriano;0;BAJO
MASCULINO;0;22;8.48;Mestizos;0;ALTO
FEMENINO;0;22;8.545;Mestizos;0;ALTO
FEMENINO;0;23;8.775;Mestizos;0;ALTO
FEMENINO;0;22;8.435;Blancos;0;ALTO
MASCULINO;0;22;8.205;Mestizos;0;ALTO
MASCULINO;0;22;8.14;Mestizos;0;ALTO
FEMENINO;0;22;9.235;Mestizos;0;ALTO
MASCULINO;0;22;8.69;Mestizos;0;ALTO
MASCULINO;0;21;7.69;Mestizos;0;ALTO
FEMENINO;0;22;8.47;Mestizos;0;ALTO
MASCULINO;0;22;7.99;Mestizos;0;ALTO
FEMENINO;0;22;8.77;Mestizos;0;ALTO
MASCULINO;0;23;8.58;Mestizos;0;ALTO
MASCULINO;0;23;8.56;Mestizos;0;ALTO
MASCULINO;0;22;8.215;Mestizos;0;BAJO
MASCULINO;0;23;8.575;Mestizos;0;BAJO
MASCULINO;0;22;8.215;Mestizos;0;ALTO
MASCULINO;0;22;8.245;Mestizos;0;ALTO
FEMENINO;0;23;8.31;Mestizos;0;ALTO
MASCULINO;0;22;8.185;Mestizos;0;ALTO
FEMENINO;0;23;8.31;Mestizos;0;ALTO
MASCULINO;0;22;8.42;Mestizos;0;ALTO
FEMENINO;0;23;8.235;Mestizos;0;ALTO
FEMENINO;0;22;8.545;Mestizos;0;ALTO
FEMENINO;0;22;8.815;Mestizos;0;ALTO
MASCULINO;0;22;8.27;Mestizos;0;ALTO
MASCULINO;0;23;8.32;Mestizos;0;ALTO
MASCULINO;0;22;8.475;Mestizos;0;ALTO
FEMENINO;0;22;8.895;Mestizos;0;ALTO
FEMENINO;0;23;8.29;Mestizos;0;ALTO
MASCULINO;0;21;7.995;Mestizos;0;ALTO
MASCULINO;0;23;8.365;Mestizos;0;ALTO
MASCULINO;0;22;7.97;Mestizos;0;ALTO
MASCULINO;0;24;8.59;Mestizos;0;ALTO
MASCULINO;0;22;8.6;Mestizos;0;ALTO
FEMENINO;0;23;8.54;AfroEcuatoriano;0;ALTO
MASCULINO;0;22;8.31;Blancos;0;ALTO
MASCULINO;0;24;7.805;Blancos;0;ALTO
MASCULINO;0;23;8.435;Mestizos;0;ALTO
FEMENINO;0;22;8.37;Mestizos;0;ALTO
FEMENINO;0;22;8.72;Mestizos;0;ALTO
MASCULINO;0;22;8.98;Mestizos;0;ALTO
FEMENINO;0;4;8.625;Mestizos;0;ALTO
FEMENINO;0;23;8.515;Mestizos;0;ALTO
MASCULINO;0;22;7.915;Mestizos;0;ALTO
MASCULINO;0;24;8.965;Mestizos;0;ALTO
MASCULINO;0;22;8.845;Mestizos;0;ALTO
FEMENINO;0;22;8.445;Mestizos;0;ALTO
FEMENINO;0;26;9.525;Mestizos;0;BAJO
MASCULINO;0;22;7.96;Mestizos;0;ALTO
MASCULINO;0;23;7.915;Mestizos;0;ALTO
MASCULINO;0;22;8.16;Mestizos;0;ALTO
FEMENINO;0;22;7.995;Mestizos;0;ALTO
MASCULINO;0;24;8.575;Mestizos;0;ALTO
MASCULINO;0;23;8.06;Mestizos;0;ALTO
FEMENINO;0;22;8.73;Mestizos;0;ALTO
FEMENINO;0;24;9.29;Mestizos;0;ALTO
FEMENINO;0;23;9.245;Mestizos;0;BAJO
FEMENINO;2;48;9.29;Mestizos;0;BAJO
MASCULINO;1;35;9.05;Mulato;0;BAJO
FEMENINO;3;33;8.71;Mestizos;0;ALTO
MASCULINO;0;23;8.465;Mestizos;0;ALTO
MASCULINO;0;29;8.61;Mestizos;0;ALTO
FEMENINO;0;23;8.605;Mestizos;0;ALTO
FEMENINO;0;22;9.755;Mestizos;0;BAJO
FEMENINO;0;24;8.275;Mestizos;0;ALTO
FEMENINO;4;39;9.295;Mestizos;0;BAJO
MASCULINO;2;31;9.38;Mestizos;0;BAJO
FEMENINO;0;23;9.345;Mestizos;0;ALTO
MASCULINO;2;35;8.845;Mestizos;0;BAJO
MASCULINO;0;25;9.775;Mestizos;0;BAJO
FEMENINO;0;34;9.46;Mestizos;0;BAJO
MASCULINO;0;30;9.48;Mestizos;0;ALTO
MASCULINO;0;26;9.76;Mestizos;0;BAJO
MASCULINO;0;23;8.875;Mestizos;0;ALTO
MASCULINO;0;27;8.95;Montubio;0;BAJO
MASCULINO;0;23;8.325;Mestizos;0;ALTO
FEMENINO;0;22;8.75;Mestizos;0;BAJO
MASCULINO;3;32;8.855;Mestizos;0;BAJO
MASCULINO;0;26;8.615;Mestizos;0;ALTO
FEMENINO;4;30;9.395;Mestizos;0;BAJO
MASCULINO;0;22;8.995;Mestizos;0;BAJO
MASCULINO;0;25;8.805;Montubio;0;ALTO
FEMENINO;0;23;9.35;Mestizos;0;BAJO
MASCULINO;1;30;9.41;Mestizos;0;BAJO
FEMENINO;0;28;9.145;Blancos;0;BAJO
MASCULINO;0;26;8.645;Mestizos;0;BAJO
FEMENINO;0;23;9.13;Montubio;0;ALTO
FEMENINO;0;25;9.005;Mestizos;0;ALTO
MASCULINO;0;25;9.37;Mestizos;0;ALTO
MASCULINO;0;24;9.005;Mestizos;0;ALTO
MASCULINO;0;24;8.57;Mestizos;0;ALTO
MASCULINO;0;25;9.05;Mestizos;0;ALTO
FEMENINO;1;24;8.91;Mestizos;0;BAJO
MASCULINO;0;28;9.05;Mestizos;0;ALTO
MASCULINO;0;23;9.79;Mestizos;0;BAJO
MASCULINO;0;23;8.11;Mestizos;0;ALTO
MASCULINO;0;24;9;Mestizos;0;BAJO
FEMENINO;0;22;9.7;Mestizos;0;BAJO
MASCULINO;0;22;8.885;Mestizos;0;BAJO
MASCULINO;0;24;8.445;Mestizos;0;BAJO
MASCULINO;0;24;9.675;Mestizos;0;BAJO
MASCULINO;0;25;8.85;Mestizos;0;BAJO
MASCULINO;0;24;8.205;Montubio;0;ALTO
MASCULINO;0;23;8.215;Mestizos;0;ALTO
MASCULINO;0;23;9.135;Mestizos;0;BAJO
MASCULINO;0;23;9.385;Mestizos;0;BAJO
FEMENINO;1;25;9.145;Montubio;0;ALTO
MASCULINO;1;25;8.195;Mestizos;0;ALTO
MASCULINO;0;24;8.64;Mestizos;0;ALTO
FEMENINO;0;22;8.315;Blancos;0;ALTO
MASCULINO;0;24;9.065;Mestizos;0;BAJO
FEMENINO;1;23;8.645;Mestizos;0;ALTO
MASCULINO;0;24;8.315;Mestizos;0;ALTO
FEMENINO;0;24;8.37;Mestizos;0;ALTO
FEMENINO;0;27;9.07;Mestizos;0;BAJO
MASCULINO;0;24;7.685;Montubio;0;ALTO
MASCULINO;0;24;8.245;Mestizos;0;BAJO
MASCULINO;0;27;8.095;Mestizos;0;ALTO
FEMENINO;0;23;9.165;Mestizos;0;BAJO
MASCULINO;0;23;8.775;Blancos;0;ALTO
FEMENINO;0;24;8.98;Mestizos;0;BAJO
MASCULINO;0;28;9.155;Mestizos;0;ALTO
MASCULINO;0;27;9.265;Mestizos;0;BAJO
FEMENINO;0;23;9.365;Mestizos;0;BAJO
FEMENINO;0;22;9.3;Mestizos;0;ALTO
MASCULINO;0;23;8.515;Mulato;0;ALTO
FEMENINO;1;24;8.94;Mestizos;0;ALTO
MASCULINO;0;23;8.875;Mestizos;0;ALTO
MASCULINO;0;26;8.865;Mestizos;0;BAJO
FEMENINO;0;24;9.695;Mestizos;0;BAJO
FEMENINO;0;22;8.96;Mestizos;0;ALTO
MASCULINO;0;26;8.805;Mestizos;0;ALTO
FEMENINO;1;22;9.525;Mestizos;0;BAJO
MASCULINO;0;27;8.295;Mestizos;0;BAJO
MASCULINO;0;26;9.185;Mestizos;0;BAJO
FEMENINO;0;22;8.515;Mestizos;0;ALTO
MASCULINO;0;23;7.875;Mestizos;0;ALTO
FEMENINO;0;22;8.295;Mestizos;0;BAJO
MASCULINO;1;26;8.485;Mestizos;0;BAJO
FEMENINO;0;27;8.295;Mestizos;0;ALTO
FEMENINO;0;23;9.135;Mestizos;0;ALTO
FEMENINO;0;23;8.855;Mestizos;0;ALTO
FEMENINO;0;24;8.11;Mestizos;0;ALTO
MASCULINO;0;25;8.855;Mestizos;0;BAJO
MASCULINO;0;24;7.89;Mestizos;0;ALTO
MASCULINO;0;23;7.705;Blancos;0;ALTO
FEMENINO;2;24;8.355;Mestizos;0;ALTO
MASCULINO;0;22;7.39;Mestizos;0;ALTO
FEMENINO;0;23;7.905;Mestizos;0;ALTO
FEMENINO;1;26;9.15;Mestizos;0;BAJO
FEMENINO;0;22;7.56;Mestizos;0;ALTO
FEMENINO;0;23;9.54;Mestizos;0;BAJO
MASCULINO;1;24;8.345;Mestizos;0;ALTO
FEMENINO;0;23;8.33;Mestizos;0;ALTO
FEMENINO;0;25;9.04;Mestizos;0;ALTO
FEMENINO;0;24;8.365;Mestizos;0;ALTO
MASCULINO;0;25;7.82;Mestizos;0;ALTO
FEMENINO;0;23;9.06;Mestizos;0;BAJO
MASCULINO;0;23;8.61;Mestizos;0;ALTO
MASCULINO;0;24;8.805;Mestizos;0;ALTO
MASCULINO;0;26;9;Mestizos;0;BAJO
FEMENINO;0;23;8.855;Mestizos;0;BAJO
FEMENINO;1;22;7.67;Mestizos;0;ALTO
MASCULINO;0;27;8.715;Mestizos;0;ALTO
MASCULINO;0;24;9.12;Mestizos;0;BAJO
MASCULINO;0;23;8.26;Mestizos;0;ALTO
MASCULINO;0;23;9.205;Mestizos;0;BAJO
FEMENINO;0;24;8.68;Mestizos;0;ALTO
FEMENINO;1;23;9;Mestizos;0;BAJO
MASCULINO;0;23;8.415;Blancos;0;BAJO
MASCULINO;1;24;8.99;Mestizos;0;BAJO
FEMENINO;0;23;8.455;Mestizos;0;ALTO
FEMENINO;0;23;8.995;Mestizos;0;ALTO
FEMENINO;0;22;8.355;Mestizos;0;BAJO
MASCULINO;0;26;8.305;Mestizos;0;ALTO
MASCULINO;0;23;8.62;Mestizos;0;ALTO
MASCULINO;0;25;8.64;Mestizos;0;BAJO
MASCULINO;1;23;7.855;Mestizos;0;ALTO
MASCULINO;0;24;8.48;Mestizos;0;ALTO
MASCULINO;0;23;9.215;Mestizos;0;ALTO
FEMENINO;0;24;9.285;Blancos;0;BAJO
FEMENINO;0;23;9.24;Mestizos;0;ALTO
FEMENINO;1;23;8.77;Mestizos;0;BAJO
MASCULINO;0;22;9.465;Mestizos;0;BAJO
MASCULINO;0;23;8.31;Mestizos;0;ALTO
FEMENINO;1;22;8.545;Mestizos;0;ALTO
MASCULINO;0;23;8.045;Montubio;0;ALTO
FEMENINO;0;24;9.25;Mestizos;0;ALTO
MASCULINO;1;31;8.575;Mestizos;0;ALTO
MASCULINO;0;25;9.05;Mestizos;0;BAJO
MASCULINO;0;24;8.13;Mulato;0;BAJO
MASCULINO;0;26;9.71;Mestizos;0;BAJO
MASCULINO;0;25;8.885;AfroEcuatoriano;0;ALTO
MASCULINO;0;26;9.925;Mestizos;0;BAJO
FEMENINO;0;22;9.24;Mestizos;1;ALTO
FEMENINO;0;55;9.55;Mestizos;1;BAJO
MASCULINO;3;48;9.665;Blancos;1;BAJO
MASCULINO;2;32;8.47;Mestizos;1;ALTO
FEMENINO;3;48;9.185;Mestizos;1;ALTO
MASCULINO;0;41;9.675;Mestizos;1;ALTO
MASCULINO;1;41;8.99;Mestizos;1;BAJO
FEMENINO;3;42;8.58;Mestizos;1;BAJO
MASCULINO;0;35;9.365;Mestizos;1;BAJO
MASCULINO;2;34;9.44;Mestizos;1;BAJO
FEMENINO;2;42;9.415;Mestizos;1;ALTO
FEMENINO;2;40;9.475;Mestizos;1;ALTO
FEMENINO;2;37;9.68;Mestizos;1;ALTO
FEMENINO;2;27;9.605;Mestizos;1;ALTO
MASCULINO;0;38;8.36;Mestizos;1;BAJO
MASCULINO;0;30;9.03;Mestizos;1;BAJO
MASCULINO;0;29;9.59;Mestizos;1;ALTO
MASCULINO;0;29;8.88;Mestizos;1;ALTO
MASCULINO;1;31;8.73;Mestizos;1;ALTO
FEMENINO;3;32;9.27;Mestizos;1;ALTO
FEMENINO;0;23;9.445;Blancos;1;ALTO
FEMENINO;1;35;9.52;Mestizos;1;ALTO
FEMENINO;3;27;9.35;Mestizos;1;BAJO
FEMENINO;0;22;8.335;Mestizos;1;BAJO
MASCULINO;0;31;8.02;Blancos;1;ALTO
MASCULINO;0;22;8.625;Mestizos;1;BAJO
MASCULINO;0;24;8.74;Mestizos;1;BAJO
FEMENINO;0;21;9.345;Mestizos;1;ALTO
MASCULINO;0;20;9.2;Mestizos;1;ALTO
FEMENINO;0;21;9.415;Mestizos;1;ALTO
FEMENINO;0;21;9.64;AfroEcuatoriano;1;ALTO
MASCULINO;0;21;8.775;Mestizos;1;ALTO
MASCULINO;0;23;8.705;Mestizos;1;BAJO
MASCULINO;0;21;9.59;Mestizos;1;ALTO
MASCULINO;0;22;9.59;Mestizos;1;ALTO
MASCULINO;0;21;9.64;Mestizos;1;ALTO
FEMENINO;0;22;9.61;Mestizos;1;ALTO
MASCULINO;0;24;8.505;Mestizos;1;ALTO
MASCULINO;0;22;9.14;Blancos;1;ALTO
FEMENINO;0;28;9.72;Mestizos;1;ALTO
MASCULINO;0;25;8.44;Mestizos;1;BAJO
MASCULINO;0;28;9.295;Mestizos;1;ALTO
MASCULINO;0;22;9.54;Mestizos;1;ALTO
MASCULINO;0;20;9.415;Mestizos;1;ALTO
MASCULINO;0;22;7.87;Mestizos;1;BAJO
MASCULINO;0;22;9.565;Mestizos;1;ALTO
FEMENINO;0;28;9.385;Mestizos;1;ALTO
MASCULINO;0;21;7.795;Mestizos;1;BAJO
MASCULINO;0;23;8.345;Mestizos;1;BAJO
MASCULINO;0;21;8.56;Mestizos;1;BAJO
MASCULINO;0;20;7.85;Mestizos;1;BAJO
MASCULINO;0;21;9.015;Mestizos;1;ALTO
MASCULINO;0;22;8.69;Mestizos;1;ALTO
FEMENINO;0;23;9.105;Mestizos;1;ALTO
MASCULINO;0;21;8.895;Mestizos;1;ALTO
MASCULINO;0;21;9.585;Mestizos;1;ALTO
FEMENINO;0;22;9.715;Mestizos;1;ALTO
MASCULINO;0;21;8.46;Mestizos;1;ALTO
MASCULINO;0;22;9.14;Mestizos;1;ALTO
MASCULINO;0;23;8.64;Mestizos;1;ALTO
MASCULINO;1;29;8.455;Mestizos;1;BAJO
FEMENINO;0;22;9.39;Mestizos;1;ALTO
FEMENINO;0;22;8.6;Mestizos;1;ALTO
FEMENINO;1;30;9.16;Indígenas;1;ALTO
MASCULINO;0;21;9.175;Mestizos;1;ALTO
FEMENINO;0;25;9.16;Mestizos;1;ALTO
FEMENINO;0;22;9.42;Mestizos;1;ALTO
MASCULINO;0;22;8.36;Mestizos;1;ALTO
FEMENINO;0;27;9.745;Mestizos;1;ALTO
MASCULINO;0;21;9.495;Mestizos;1;ALTO
MASCULINO;0;22;9.58;Mestizos;1;ALTO
FEMENINO;0;21;8.685;Mulato;1;ALTO
MASCULINO;0;24;9.315;Blancos;1;ALTO
MASCULINO;0;25;9.03;Mestizos;1;ALTO
MASCULINO;3;26;9.56;Mestizos;1;ALTO
FEMENINO;1;22;8.985;Mestizos;1;BAJO
FEMENINO;0;21;9.17;Mestizos;1;ALTO
MASCULINO;0;21;8.65;Mestizos;1;ALTO
MASCULINO;0;20;8.68;Mestizos;1;ALTO
MASCULINO;0;21;9.43;Mestizos;1;ALTO
FEMENINO;1;22;8.59;Mestizos;1;ALTO
FEMENINO;1;22;9.41;Mestizos;1;ALTO
FEMENINO;0;21;9.655;Mestizos;1;ALTO
FEMENINO;0;24;8.485;Montubio;1;ALTO
MASCULINO;0;22;9.62;Mestizos;1;ALTO
FEMENINO;1;22;9.005;Mestizos;1;BAJO
FEMENINO;0;21;9.785;Mestizos;1;ALTO
FEMENINO;0;22;8.995;Mestizos;1;ALTO
FEMENINO;0;26;9.43;Mestizos;1;ALTO
FEMENINO;0;22;9.26;Mestizos;1;ALTO
FEMENINO;0;21;9.16;Mulato;1;ALTO
FEMENINO;0;22;9.76;Mestizos;1;ALTO
FEMENINO;0;21;8.595;Mestizos;1;ALTO
MASCULINO;0;23;9.605;Mestizos;1;ALTO
MASCULINO;1;21;8.17;Mestizos;1;BAJO
MASCULINO;0;24;8.585;Mestizos;1;ALTO
FEMENINO;0;22;9.625;Mestizos;1;ALTO
FEMENINO;0;23;9.735;Mestizos;1;ALTO
FEMENINO;1;24;9.395;Mestizos;1;ALTO
FEMENINO;0;25;9.675;Mestizos;1;ALTO
FEMENINO;0;21;9.395;Mestizos;1;ALTO
FEMENINO;0;24;8.365;Mestizos;1;ALTO
MASCULINO;0;22;9.28;Mestizos;1;ALTO
FEMENINO;0;20;9.44;Mestizos;1;ALTO
FEMENINO;1;22;9.285;Mestizos;1;ALTO
MASCULINO;0;22;9.405;Mestizos;1;ALTO
FEMENINO;0;22;9.625;Mestizos;1;ALTO
MASCULINO;0;24;9.07;Mestizos;1;ALTO
MASCULINO;0;22;9.585;Mestizos;1;ALTO
FEMENINO;0;20;9.705;Mestizos;1;ALTO
FEMENINO;0;29;9.11;Mestizos;1;ALTO
MASCULINO;0;24;9.12;Mestizos;1;ALTO
MASCULINO;0;21;7.57;Mestizos;1;BAJO
FEMENINO;0;21;8.48;Mestizos;1;BAJO
MASCULINO;0;21;8.905;Mestizos;1;BAJO
MASCULINO;0;22;9.11;Mestizos;1;ALTO
MASCULINO;0;21;9.36;Mestizos;1;ALTO
FEMENINO;0;23;9.175;Mestizos;1;ALTO
MASCULINO;3;50;9.58;Mestizos;1;ALTO
MASCULINO;0;39;9.74;Mestizos;1;ALTO
MASCULINO;3;40;9.69;Mestizos;1;ALTO
MASCULINO;0;21;8.38;Mestizos;1;BAJO
FEMENINO;3;37;9.48;Mestizos;1;ALTO
MASCULINO;0;22;9.2;Mestizos;1;ALTO
MASCULINO;1;32;9.325;Mestizos;1;ALTO
MASCULINO;2;34;8.8;Mestizos;1;BAJO
MASCULINO;0;25;9.47;Mestizos;1;BAJO
FEMENINO;0;21;9.41;Mestizos;1;ALTO
MASCULINO;0;21;8.03;Mestizos;1;BAJO
MASCULINO;0;21;9.44;Montubio;1;ALTO
FEMENINO;0;22;8.63;Mestizos;1;BAJO
FEMENINO;0;23;9.28;Montubio;1;ALTO
MASCULINO;0;31;9.33;Mestizos;1;BAJO
MASCULINO;0;20;7.97;Mestizos;1;BAJO
FEMENINO;0;22;9.575;Mestizos;1;ALTO
FEMENINO;0;21;9.44;Mestizos;1;ALTO
FEMENINO;1;30;9.095;Mestizos;1;ALTO
MASCULINO;0;21;8.63;Mestizos;1;BAJO
FEMENINO;0;21;9.17;Mestizos;1;ALTO
FEMENINO;0;21;9.135;Mestizos;1;ALTO
FEMENINO;0;31;8.845;Mestizos;1;BAJO
MASCULINO;0;30;9.25;Mestizos;1;ALTO
FEMENINO;0;25;8.925;Mestizos;1;BAJO
MASCULINO;0;23;9.63;Mestizos;1;BAJO
MASCULINO;0;22;9.405;Mestizos;1;BAJO
MASCULINO;0;22;8.75;Mestizos;1;ALTO
MASCULINO;0;24;9.155;Mestizos;1;ALTO
MASCULINO;99;25;9.19;Mestizos;1;ALTO
FEMENINO;0;24;9.795;Mestizos;1;BAJO
FEMENINO;1;23;9.225;Mestizos;1;ALTO
MASCULINO;1;27;8.255;Mestizos;1;BAJO
MASCULINO;0;24;9.285;Mestizos;1;ALTO
MASCULINO;0;26;9.185;Mestizos;1;ALTO
FEMENINO;0;21;8.685;Mestizos;1;BAJO
FEMENINO;0;22;8.815;Mestizos;1;ALTO
FEMENINO;0;21;9.04;Mestizos;1;ALTO
FEMENINO;0;21;9.34;Mestizos;1;BAJO
MASCULINO;0;20;8.655;Mestizos;1;BAJO
MASCULINO;0;22;8.055;Mestizos;1;BAJO
FEMENINO;0;24;9.335;Mestizos;1;BAJO
MASCULINO;0;24;8.555;Mestizos;1;BAJO
MASCULINO;0;21;8.445;Mestizos;1;ALTO
MASCULINO;0;26;8.865;Mestizos;1;BAJO
MASCULINO;0;23;8.27;Mestizos;1;ALTO
MASCULINO;0;21;9.125;Mestizos;1;BAJO
FEMENINO;0;25;9.58;Mestizos;1;ALTO
MASCULINO;0;20;8.63;Negro;1;BAJO
MASCULINO;0;27;8.735;Mestizos;1;BAJO
FEMENINO;1;25;9.005;Mestizos;1;ALTO
FEMENINO;0;24;8.82;Mestizos;1;BAJO
FEMENINO;0;25;9.005;Mestizos;1;ALTO
MASCULINO;0;22;8.36;Mestizos;1;BAJO
FEMENINO;0;22;9.13;Mestizos;1;ALTO
FEMENINO;0;21;9.45;Mestizos;1;ALTO
FEMENINO;0;22;9.71;Mestizos;1;ALTO
MASCULINO;1;25;9.205;Mestizos;1;BAJO
MASCULINO;0;23;8.44;Montubio;1;BAJO
FEMENINO;0;21;8.68;Mestizos;1;ALTO
MASCULINO;0;25;8.66;Mestizos;1;ALTO
FEMENINO;0;22;9.685;Mestizos;1;BAJO
MASCULINO;0;22;9.44;Mestizos;1;ALTO
MASCULINO;0;22;9.745;Mestizos;1;ALTO
MASCULINO;0;22;9.235;AfroEcuatoriano;1;ALTO
MASCULINO;0;22;9.115;Mestizos;1;ALTO
MASCULINO;0;23;8.815;Mestizos;1;BAJO
FEMENINO;1;22;9.56;Mestizos;1;ALTO
FEMENINO;0;22;9.43;Mestizos;1;ALTO
MASCULINO;0;22;8.155;Mestizos;1;BAJO
FEMENINO;0;22;8.945;Mestizos;1;ALTO
MASCULINO;1;23;8.135;Mestizos;1;ALTO
FEMENINO;0;22;9.425;Mestizos;1;ALTO
FEMENINO;0;21;9.145;Mestizos;1;ALTO
FEMENINO;0;22;9.18;Mestizos;1;ALTO
MASCULINO;0;22;9.53;Mestizos;1;ALTO
MASCULINO;0;22;9.23;AfroEcuatoriano;1;ALTO
MASCULINO;0;21;9.365;Mestizos;1;ALTO
MASCULINO;0;21;8.94;Mestizos;1;ALTO
FEMENINO;0;24;9.085;Mestizos;1;ALTO
FEMENINO;0;22;8.92;Mestizos;1;ALTO
MASCULINO;1;31;8.58;Mestizos;1;ALTO
FEMENINO;0;22;9.17;Mestizos;1;ALTO
MASCULINO;0;21;8.7;Mestizos;1;ALTO
MASCULINO;0;24;9.23;Mestizos;1;ALTO
FEMENINO;0;29;9.745;Mestizos;1;ALTO
MASCULINO;0;25;8.535;Mestizos;1;BAJO
MASCULINO;0;22;9.575;Mestizos;1;ALTO
MASCULINO;1;30;8.225;Mestizos;1;BAJO
