genero;nhijos;edad;promedio;etnia;modalidad;rendimiento
MASCULINO;0;25;9.27;Blancos;1;ALTO
MASCULINO;0;24;8;AfroEcuatoriano;1;ALTO
MASCULINO;0;23;8.485;Mestizos;1;BAJO
MASCULINO;0;25;8.33;Mestizos;1;ALTO
MASCULINO;0;32;9.06;Mestizos;1;ALTO
FEMENINO;1;33;8.98;Mestizos;1;ALTO
MASCULINO;0;22;9.16;Mestizos;1;ALTO
MASCULINO;0;23;9.465;Mestizos;1;ALTO
MASCULINO;0;23;7.49;Blancos;1;BAJO
FEMENINO;3;34;8.93;Mestizos;1;ALTO
FEMENINO;0;34;9.405;Mestizos;1;ALTO
MASCULINO;0;23;9.295;Mestizos;1;ALTO
MASCULINO;0;23;9.195;Mestizos;1;ALTO
MASCULINO;0;23;8.91;Mestizos;1;ALTO
FEMENINO;0;21;9.135;Mestizos;1;ALTO
MASCULINO;0;24;9.165;Blancos;1;ALTO
MASCULINO;0;23;8.17;Mestizos;1;ALTO
MASCULINO;2;30;8.305;Mestizos;1;BAJO
MASCULINO;1;32;7.87;Mestizos;1;ALTO
FEMENINO;0;22;9.24;Blancos;1;ALTO
MASCULINO;0;23;9.47;Mestizos;1;ALTO
MASCULINO;0;24;9.58;Mestizos;1;ALTO
MASCULINO;0;26;8.51;Mestizos;1;ALTO
MASCULINO;0;23;8.425;Mestizos;1;ALTO
MASCULINO;0;21;8.585;Mestizos;1;ALTO
FEMENINO;0;23;9.075;Mestizos;1;ALTO
MASCULINO;0;23;8.58;Mestizos;1;ALTO
MASCULINO;0;22;8.55;Blancos;1;ALTO
MASCULINO;0;21;8.015;Mestizos;1;BAJO
MASCULINO;0;22;8.675;Mestizos;1;ALTO
FEMENINO;1;22;9.36;Mestizos;1;ALTO
MASCULINO;1;26;8.235;Mestizos;1;ALTO
MASCULINO;0;22;8.76;Mestizos;1;ALTO
MASCULINO;0;27;8.72;Mestizos;1;ALTO
FEMENINO;0;23;8.805;Mestizos;1;ALTO
FEMENINO;0;22;9.385;Mestizos;1;ALTO
MASCULINO;0;25;9.14;Mestizos;1;ALTO
FEMENINO;0;21;9.21;Mestizos;1;ALTO
FEMENINO;0;24;8.23;Mestizos;1;BAJO
FEMENINO;0;24;8.915;Mestizos;1;ALTO
FEMENINO;0;23;9.285;Mestizos;1;ALTO
FEMENINO;0;22;8.69;Mestizos;1;ALTO
FEMENINO;0;22;8.97;Indígenas;1;ALTO
MASCULINO;1;22;8.525;Mestizos;1;ALTO
FEMENINO;0;22;9.49;Mestizos;1;ALTO
FEMENINO;0;23;9.48;Mestizos;1;ALTO
MASCULINO;0;22;9.005;Mestizos;1;ALTO
MASCULINO;0;22;9.59;AfroEcuatoriano;1;ALTO
MASCULINO;0;22;9.385;Mestizos;1;ALTO
MASCULINO;0;23;8.425;Mestizos;1;ALTO
FEMENINO;0;22;7.99;Mestizos;1;BAJO
FEMENINO;0;24;9.02;Mestizos;1;ALTO
MASCULINO;2;22;8.865;Mestizos;1;ALTO
MASCULINO;0;23;8.355;Mestizos;1;BAJO
MASCULINO;0;23;9.115;Mestizos;1;ALTO
MASCULINO;0;22;9.385;Mestizos;1;ALTO
MASCULINO;2;27;8.295;Mestizos;1;ALTO
MASCULINO;0;23;9.19;Mestizos;1;ALTO
MASCULINO;0;22;8.66;Mestizos;1;ALTO
FEMENINO;0;22;8.935;Mestizos;1;ALTO
MASCULINO;0;23;8.485;AfroEcuatoriano;1;ALTO
MASCULINO;1;22;8.32;Mestizos;1;BAJO
MASCULINO;0;22;8.375;Mestizos;1;ALTO
MASCULINO;0;23;8.29;Mestizos;1;ALTO
MASCULINO;0;24;8.795;Mestizos;1;ALTO
FEMENINO;1;21;8.49;Mestizos;1;ALTO
FEMENINO;1;25;8.17;Mestizos;1;ALTO
MASCULINO;0;22;9.15;Mestizos;1;ALTO
MASCULINO;0;33;9.14;Mestizos;1;ALTO
FEMENINO;0;22;9.37;Mestizos;1;ALTO
FEMENINO;0;22;9.375;Mestizos;1;ALTO
MASCULINO;0;26;9.32;Mestizos;1;ALTO
MASCULINO;0;22;9.2;Mestizos;1;ALTO
MASCULINO;0;22;9.32;Mestizos;1;ALTO
FEMENINO;1;27;9.475;Mestizos;1;ALTO
MASCULINO;0;22;8.575;AfroEcuatoriano;1;ALTO
MASCULINO;0;22;8.415;Mestizos;1;ALTO
MASCULINO;0;22;9.045;Mestizos;1;ALTO
FEMENINO;1;22;8.775;Mestizos;1;ALTO
MASCULINO;0;22;8.725;Mestizos;1;ALTO
FEMENINO;0;22;9.25;Mestizos;1;ALTO
MASCULINO;0;22;8.935;Mestizos;1;ALTO
MASCULINO;0;22;9.22;Mestizos;1;ALTO
MASCULINO;0;23;9.645;Mestizos;1;ALTO
MASCULINO;0;24;9.185;Mestizos;1;ALTO
MASCULINO;0;21;9.275;Mestizos;1;ALTO
MASCULINO;0;21;9.045;Mestizos;1;ALTO
FEMENINO;1;27;8.475;Mestizos;1;ALTO
FEMENINO;0;22;9.56;Mestizos;1;ALTO
FEMENINO;0;22;9.745;Mestizos;1;ALTO
MASCULINO;0;22;9.12;Mestizos;1;ALTO
MASCULINO;0;22;9.21;Mestizos;1;ALTO
MASCULINO;0;24;8.295;Mestizos;1;ALTO
MASCULINO;1;24;8.465;Mestizos;1;ALTO
MASCULINO;0;23;7.835;Mestizos;1;BAJO
MASCULINO;0;24;8.34;Mestizos;1;BAJO
FEMENINO;0;23;8.405;Mestizos;1;ALTO
MASCULINO;0;23;7.87;Mestizos;1;BAJO
FEMENINO;0;22;8.565;Mestizos;1;ALTO
MASCULINO;0;22;9.005;Mestizos;1;ALTO
FEMENINO;0;22;8.775;Mestizos;1;ALTO
FEMENINO;1;21;8.025;Mestizos;1;BAJO
MASCULINO;0;22;9.48;Mestizos;1;ALTO
MASCULINO;0;22;8.795;Mestizos;1;ALTO
FEMENINO;0;22;9.065;Mestizos;1;ALTO
FEMENINO;0;21;9.19;Mestizos;1;ALTO
MASCULINO;0;22;8.83;Mestizos;1;ALTO
MASCULINO;0;23;8.67;Mestizos;1;ALTO
FEMENINO;0;21;9.34;Mestizos;1;ALTO
FEMENINO;0;25;9.03;Mestizos;1;ALTO
FEMENINO;0;23;8.175;Mestizos;1;ALTO
MASCULINO;0;29;8.935;Mulato;1;ALTO
FEMENINO;0;23;9.045;Mestizos;1;ALTO
MASCULINO;0;23;8.485;Mestizos;1;ALTO
FEMENINO;0;22;8.94;Mestizos;1;ALTO
MASCULINO;0;23;9.175;Indígenas;1;ALTO
MASCULINO;0;22;8.64;Mestizos;1;ALTO
MASCULINO;0;23;9.07;Blancos;1;ALTO
FEMENINO;0;22;8.915;Mulato;1;ALTO
MASCULINO;0;42;9.115;Indígenas;1;ALTO
MASCULINO;0;33;9.055;Mestizos;1;ALTO
MASCULINO;0;26;9.345;Mestizos;1;ALTO
MASCULINO;0;24;9.27;Mestizos;1;ALTO
FEMENINO;1;29;9.405;Mestizos;1;ALTO
MASCULINO;0;23;8.675;Mestizos;1;BAJO
MASCULINO;0;23;8.86;Mestizos;1;ALTO
MASCULINO;0;4;8.565;Mestizos;1;ALTO
FEMENINO;0;23;9.175;Mestizos;1;ALTO
MASCULINO;0;24;9.02;Mestizos;1;ALTO
MASCULINO;0;22;9.51;Mestizos;1;ALTO
FEMENINO;2;33;8.965;Mestizos;1;ALTO
MASCULINO;0;28;8.52;Mestizos;1;ALTO
FEMENINO;0;29;8.51;Mestizos;1;BAJO
FEMENINO;2;32;9.32;Mestizos;1;ALTO
FEMENINO;0;22;9.69;Mestizos;1;ALTO
FEMENINO;1;32;8.56;Mestizos;1;BAJO
FEMENINO;0;21;9.545;Montubio;1;ALTO
MASCULINO;0;22;8.61;Mestizos;1;ALTO
MASCULINO;0;22;7.935;Mestizos;1;BAJO
MASCULINO;0;23;8.9;AfroEcuatoriano;1;ALTO
MASCULINO;0;21;9.405;Mestizos;1;ALTO
FEMENINO;0;22;9.31;Mestizos;1;ALTO
FEMENINO;0;30;8.995;Mestizos;1;ALTO
FEMENINO;0;24;8.8;Mestizos;1;ALTO
MASCULINO;0;21;8.95;Mestizos;1;ALTO
FEMENINO;0;23;8.84;Mestizos;1;ALTO
FEMENINO;0;26;9.07;Mestizos;1;ALTO
MASCULINO;0;28;8.88;Mestizos;1;BAJO
MASCULINO;0;29;8.885;Mestizos;1;ALTO
MASCULINO;0;4;8.92;Montubio;1;ALTO
FEMENINO;0;22;8.68;Mestizos;1;ALTO
MASCULINO;0;22;9.255;Mestizos;1;ALTO
FEMENINO;0;23;8.915;Blancos;1;ALTO
FEMENINO;0;24;8.405;AfroEcuatoriano;1;ALTO
FEMENINO;1;22;8.63;Mestizos;1;ALTO
MASCULINO;0;22;8.91;Mestizos;1;ALTO
MASCULINO;1;23;7.845;AfroEcuatoriano;1;BAJO
MASCULINO;0;26;8.95;Mestizos;1;ALTO
MASCULINO;1;29;7.885;Mestizos;1;BAJO
MASCULINO;0;28;8.515;Mestizos;1;ALTO
MASCULINO;0;24;9.59;Mestizos;1;ALTO
MASCULINO;0;23;9.065;Mestizos;1;ALTO
MASCULINO;0;28;8.31;Mestizos;1;BAJO
FEMENINO;0;22;8.865;Mestizos;1;ALTO
MASCULINO;0;23;9.345;Mestizos;1;ALTO
MASCULINO;0;22;9.165;Blancos;1;ALTO
MASCULINO;0;23;9.33;Mestizos;1;ALTO
FEMENINO;0;23;9.79;Mestizos;1;ALTO
MASCULINO;0;21;9.625;Mestizos;1;ALTO
MASCULINO;0;22;8.71;Mestizos;1;ALTO
FEMENINO;0;22;8.875;Mestizos;1;ALTO
FEMENINO;0;22;9.605;Mestizos;1;ALTO
FEMENINO;0;22;9.33;Mestizos;1;ALTO
FEMENINO;0;23;9.41;Mestizos;1;ALTO
MASCULINO;0;22;9.6;Mestizos;1;ALTO
MASCULINO;0;23;9.41;Mestizos;1;ALTO
FEMENINO;1;23;8.38;Mestizos;1;ALTO
MASCULINO;0;22;9.145;Mestizos;1;ALTO
FEMENINO;0;22;9.525;Mestizos;1;ALTO
MASCULINO;0;22;7.655;Mestizos;1;BAJO
FEMENINO;0;22;9.43;Mestizos;1;ALTO
FEMENINO;0;22;9.075;Mestizos;1;ALTO
MASCULINO;0;23;7.61;AfroEcuatoriano;1;BAJO
MASCULINO;0;26;8.95;Mestizos;1;ALTO
MASCULINO;0;22;8.25;Mestizos;1;ALTO
MASCULINO;0;22;8.855;Mestizos;1;ALTO
FEMENINO;0;22;8.94;Mestizos;1;ALTO
MASCULINO;0;22;8.65;Mestizos;1;ALTO
MASCULINO;0;22;8.37;Mestizos;1;ALTO
MASCULINO;0;21;9.625;Mestizos;1;ALTO
MASCULINO;0;22;9.045;Mestizos;1;ALTO
MASCULINO;0;22;9.19;AfroEcuatoriano;1;ALTO
MASCULINO;0;23;9.54;Mestizos;1;ALTO
MASCULINO;0;23;8.145;Mestizos;1;BAJO
FEMENINO;0;22;9.17;Blancos;1;ALTO
MASCULINO;0;22;9.36;Mestizos;1;ALTO
MASCULINO;0;22;9.14;Mestizos;1;ALTO
FEMENINO;0;22;9.66;Mestizos;1;ALTO
MASCULINO;0;24;9.02;Mestizos;1;ALTO
MASCULINO;0;22;7.94;Blancos;1;ALTO
MASCULINO;0;23;9.55;Blancos;1;ALTO
MASCULINO;0;22;9.355;Mestizos;1;ALTO
MASCULINO;0;22;9.14;Blancos;1;ALTO
FEMENINO;0;22;8.61;Mestizos;1;BAJO
MASCULINO;0;22;8.78;Mestizos;1;ALTO
MASCULINO;0;22;8.79;Mestizos;1;ALTO
FEMENINO;1;21;9.35;Mestizos;1;ALTO
FEMENINO;0;27;9.055;Mestizos;1;ALTO
MASCULINO;0;22;9.105;Blancos;1;ALTO
MASCULINO;0;22;8.295;Mestizos;1;ALTO
MASCULINO;0;22;9.535;Mestizos;1;ALTO
FEMENINO;0;25;8.98;Mestizos;1;ALTO
MASCULINO;0;25;8.78;Blancos;1;ALTO
FEMENINO;1;24;8.07;Mestizos;1;BAJO
MASCULINO;0;24;8.92;Mestizos;1;ALTO
MASCULINO;0;22;8.425;Mestizos;1;BAJO
MASCULINO;0;22;8.645;Mestizos;1;ALTO
FEMENINO;0;22;9.49;Mestizos;1;ALTO
MASCULINO;0;22;9.015;Mestizos;1;BAJO
MASCULINO;0;26;8.17;Mestizos;1;BAJO
FEMENINO;0;22;9.515;Mestizos;1;ALTO
MASCULINO;0;22;9.195;AfroEcuatoriano;1;BAJO
MASCULINO;0;22;9.23;Mestizos;1;ALTO
FEMENINO;0;22;8.84;Mestizos;1;ALTO
FEMENINO;0;23;9.62;Mestizos;1;ALTO
FEMENINO;0;22;9.285;Blancos;1;ALTO
MASCULINO;0;22;9.285;Mestizos;1;ALTO
MASCULINO;0;22;9.21;Mestizos;1;ALTO
FEMENINO;0;22;9.96;Mestizos;1;ALTO
MASCULINO;0;22;9.255;Mestizos;1;ALTO
MASCULINO;0;21;8.725;Mestizos;1;ALTO
FEMENINO;0;22;8.645;Mestizos;1;ALTO
MASCULINO;0;22;8.28;Mestizos;1;ALTO
FEMENINO;0;22;9.485;Mestizos;1;ALTO
MASCULINO;0;23;9.175;Mestizos;1;ALTO
MASCULINO;0;23;8.945;Mestizos;1;ALTO
MASCULINO;0;22;8.18;Mestizos;1;BAJO
MASCULINO;0;23;8.225;Mestizos;1;BAJO
MASCULINO;0;22;8.68;Mestizos;1;ALTO
MASCULINO;0;22;9.38;Mestizos;1;ALTO
FEMENINO;0;23;9.445;Mestizos;1;ALTO
MASCULINO;0;22;9.255;Mestizos;1;ALTO
FEMENINO;0;23;8.895;Mestizos;1;ALTO
MASCULINO;0;22;9.375;Mestizos;1;ALTO
FEMENINO;0;23;9.16;Mestizos;1;ALTO
FEMENINO;0;22;9.72;Mestizos;1;ALTO
FEMENINO;0;22;9.485;Mestizos;1;ALTO
MASCULINO;0;22;8.325;Mestizos;1;ALTO
MASCULINO;0;23;9.465;Mestizos;1;ALTO
MASCULINO;0;22;9.245;Mestizos;1;ALTO
FEMENINO;0;22;9.64;Mestizos;1;ALTO
FEMENINO;0;23;9.475;Mestizos;1;ALTO
MASCULINO;0;21;8.76;Mestizos;1;ALTO
MASCULINO;0;23;9.295;Mestizos;1;ALTO
MASCULINO;0;22;8.685;Mestizos;1;ALTO
MASCULINO;0;24;9.48;Mestizos;1;ALTO
MASCULINO;0;22;9.48;Mestizos;1;ALTO
FEMENINO;0;23;9.54;AfroEcuatoriano;1;ALTO
MASCULINO;0;22;9.395;Blancos;1;ALTO
MASCULINO;0;24;8.54;Blancos;1;ALTO
MASCULINO;0;23;8.605;Mestizos;1;ALTO
FEMENINO;0;22;9.16;Mestizos;1;ALTO
FEMENINO;0;22;9.695;Mestizos;1;ALTO
MASCULINO;0;22;9.19;Mestizos;1;ALTO
FEMENINO;0;4;9.345;Mestizos;1;ALTO
FEMENINO;0;23;9.025;Mestizos;1;ALTO
MASCULINO;0;22;9;Mestizos;1;ALTO
MASCULINO;0;24;9.425;Mestizos;1;ALTO
MASCULINO;0;22;9.525;Mestizos;1;ALTO
FEMENINO;0;22;9.415;Mestizos;1;ALTO
FEMENINO;0;26;9.305;Mestizos;1;BAJO
MASCULINO;0;22;8.72;Mestizos;1;ALTO
MASCULINO;0;23;8.3;Mestizos;1;ALTO
MASCULINO;0;22;9.01;Mestizos;1;ALTO
FEMENINO;0;22;9.485;Mestizos;1;ALTO
MASCULINO;0;24;8.89;Mestizos;1;ALTO
MASCULINO;0;23;8.755;Mestizos;1;ALTO
FEMENINO;0;22;9.655;Mestizos;1;ALTO
FEMENINO;0;24;9.445;Mestizos;1;ALTO
FEMENINO;0;23;8.615;Mestizos;1;BAJO
FEMENINO;2;48;9.24;Mestizos;1;BAJO
MASCULINO;1;35;8.67;Mulato;1;BAJO
FEMENINO;3;33;9.25;Mestizos;1;ALTO
MASCULINO;0;23;9.45;Mestizos;1;ALTO
MASCULINO;0;29;9.345;Mestizos;1;ALTO
FEMENINO;0;23;9.74;Mestizos;1;ALTO
FEMENINO;0;22;9.03;Mestizos;1;BAJO
FEMENINO;0;24;9.58;Mestizos;1;ALTO
FEMENINO;4;39;9.055;Mestizos;1;BAJO
MASCULINO;2;31;8.66;Mestizos;1;BAJO
FEMENINO;0;23;9.725;Mestizos;1;ALTO
MASCULINO;2;35;8.745;Mestizos;1;BAJO
MASCULINO;0;25;9.365;Mestizos;1;BAJO
FEMENINO;0;34;9.395;Mestizos;1;BAJO
MASCULINO;0;30;9.555;Mestizos;1;ALTO
MASCULINO;0;26;9.455;Mestizos;1;BAJO
MASCULINO;0;23;9.35;Mestizos;1;ALTO
MASCULINO;0;27;8.76;Montubio;1;BAJO
MASCULINO;0;23;9.295;Mestizos;1;ALTO
FEMENINO;0;22;8.62;Mestizos;1;BAJO
MASCULINO;3;32;8.52;Mestizos;1;BAJO
MASCULINO;0;26;9.04;Mestizos;1;ALTO
FEMENINO;4;30;8.485;Mestizos;1;BAJO
MASCULINO;0;22;8.91;Mestizos;1;BAJO
MASCULINO;0;25;8.97;Montubio;1;ALTO
FEMENINO;0;23;9.24;Mestizos;1;BAJO
MASCULINO;1;30;8.37;Mestizos;1;BAJO
FEMENINO;0;28;9.08;Blancos;1;BAJO
MASCULINO;0;26;8.305;Mestizos;1;BAJO
FEMENINO;0;23;9.265;Montubio;1;ALTO
FEMENINO;0;25;9.105;Mestizos;1;ALTO
MASCULINO;0;25;9.54;Mestizos;1;ALTO
MASCULINO;0;24;9.025;Mestizos;1;ALTO
MASCULINO;0;24;9.31;Mestizos;1;ALTO
MASCULINO;0;25;9.395;Mestizos;1;ALTO
FEMENINO;1;24;8.17;Mestizos;1;BAJO
MASCULINO;0;28;9.095;Mestizos;1;ALTO
MASCULINO;0;23;9.52;Mestizos;1;BAJO
MASCULINO;0;23;8.845;Mestizos;1;ALTO
MASCULINO;0;24;8.465;Mestizos;1;BAJO
FEMENINO;0;22;9.205;Mestizos;1;BAJO
MASCULINO;0;22;8.25;Mestizos;1;BAJO
MASCULINO;0;24;8.12;Mestizos;1;BAJO
MASCULINO;0;24;9.62;Mestizos;1;BAJO
MASCULINO;0;25;8.465;Mestizos;1;BAJO
MASCULINO;0;24;8.435;Montubio;1;ALTO
MASCULINO;0;23;9.335;Mestizos;1;ALTO
MASCULINO;0;23;9.055;Mestizos;1;BAJO
MASCULINO;0;23;9.145;Mestizos;1;BAJO
FEMENINO;1;25;9.315;Montubio;1;ALTO
MASCULINO;1;25;8.8;Mestizos;1;ALTO
MASCULINO;0;24;8.87;Mestizos;1;ALTO
FEMENINO;0;22;9.48;Blancos;1;ALTO
MASCULINO;0;24;9.035;Mestizos;1;BAJO
FEMENINO;1;23;9.05;Mestizos;1;ALTO
MASCULINO;0;24;8.845;Mestizos;1;ALTO
FEMENINO;0;24;9.105;Mestizos;1;ALTO
FEMENINO;0;27;8.695;Mestizos;1;BAJO
MASCULINO;0;24;8.35;Montubio;1;ALTO
MASCULINO;0;24;7.805;Mestizos;1;BAJO
MASCULINO;0;27;8.13;Mestizos;1;ALTO
FEMENINO;0;23;8.27;Mestizos;1;BAJO
MASCULINO;0;23;9.765;Blancos;1;ALTO
FEMENINO;0;24;8.66;Mestizos;1;BAJO
MASCULINO;0;28;9.62;Mestizos;1;ALTO
MASCULINO;0;27;8.915;Mestizos;1;BAJO
FEMENINO;0;23;9.09;Mestizos;1;BAJO
FEMENINO;0;22;9.425;Mestizos;1;ALTO
MASCULINO;0;23;9.15;Mulato;1;ALTO
FEMENINO;1;24;9;Mestizos;1;ALTO
MASCULINO;0;23;9.355;Mestizos;1;ALTO
MASCULINO;0;26;8.5;Mestizos;1;BAJO
FEMENINO;0;24;9.61;Mestizos;1;BAJO
FEMENINO;0;22;9.03;Mestizos;1;ALTO
MASCULINO;0;26;8.985;Mestizos;1;ALTO
FEMENINO;1;22;9.435;Mestizos;1;BAJO
MASCULINO;0;27;7.885;Mestizos;1;BAJO
MASCULINO;0;26;8.96;Mestizos;1;BAJO
FEMENINO;0;22;9.575;Mestizos;1;ALTO
MASCULINO;0;23;9.395;Mestizos;1;ALTO
FEMENINO;0;22;8.21;Mestizos;1;BAJO
MASCULINO;1;26;8.035;Mestizos;1;BAJO
FEMENINO;0;27;8.64;Mestizos;1;ALTO
FEMENINO;0;23;9.14;Mestizos;1;ALTO
FEMENINO;0;23;9.205;Mestizos;1;ALTO
FEMENINO;0;24;8.96;Mestizos;1;ALTO
MASCULINO;0;25;8.825;Mestizos;1;BAJO
MASCULINO;0;24;7.98;Mestizos;1;ALTO
MASCULINO;0;23;7.925;Blancos;1;ALTO
FEMENINO;2;24;8.83;Mestizos;1;ALTO
MASCULINO;0;22;8.86;Mestizos;1;ALTO
FEMENINO;0;23;9.675;Mestizos;1;ALTO
FEMENINO;1;26;8.9;Mestizos;1;BAJO
FEMENINO;0;22;9.35;Mestizos;1;ALTO
FEMENINO;0;23;8.86;Mestizos;1;BAJO
MASCULINO;1;24;8.94;Mestizos;1;ALTO
FEMENINO;0;23;8.92;Mestizos;1;ALTO
FEMENINO;0;25;9.25;Mestizos;1;ALTO
FEMENINO;0;24;9.235;Mestizos;1;ALTO
MASCULINO;0;25;8.81;Mestizos;1;ALTO
FEMENINO;0;23;8.98;Mestizos;1;BAJO
MASCULINO;0;23;9.415;Mestizos;1;ALTO
MASCULINO;0;24;9.545;Mestizos;1;ALTO
MASCULINO;0;26;8.865;Mestizos;1;BAJO
FEMENINO;0;23;8.71;Mestizos;1;BAJO
FEMENINO;1;22;9.035;Mestizos;1;ALTO
MASCULINO;0;27;8.95;Mestizos;1;ALTO
MASCULINO;0;24;8.485;Mestizos;1;BAJO
MASCULINO;0;23;9.19;Mestizos;1;ALTO
MASCULINO;0;23;8.935;Mestizos;1;BAJO
FEMENINO;0;24;9.035;Mestizos;1;ALTO
FEMENINO;1;23;8.84;Mestizos;1;BAJO
MASCULINO;0;23;8.215;Blancos;1;BAJO
MASCULINO;1;24;8.735;Mestizos;1;BAJO
FEMENINO;0;23;8.805;Mestizos;1;ALTO
FEMENINO;0;23;9;Mestizos;1;ALTO
FEMENINO;0;22;8.245;Mestizos;1;BAJO
MASCULINO;0;26;8.51;Mestizos;1;ALTO
MASCULINO;0;23;9.47;Mestizos;1;ALTO
MASCULINO;0;25;7.985;Mestizos;1;BAJO
MASCULINO;1;23;8.225;Mestizos;1;ALTO
MASCULINO;0;24;8.535;Mestizos;1;ALTO
MASCULINO;0;23;9.235;Mestizos;1;ALTO
FEMENINO;0;24;8.975;Blancos;1;BAJO
FEMENINO;0;23;9.515;Mestizos;1;ALTO
FEMENINO;1;23;7.97;Mestizos;1;BAJO
MASCULINO;0;22;9.405;Mestizos;1;BAJO
MASCULINO;0;23;8.715;Mestizos;1;ALTO
FEMENINO;1;22;9.19;Mestizos;1;ALTO
MASCULINO;0;23;8.275;Montubio;1;ALTO
FEMENINO;0;24;9.32;Mestizos;1;ALTO
MASCULINO;1;31;9.045;Mestizos;1;ALTO
MASCULINO;0;25;9.03;Mestizos;1;BAJO
MASCULINO;0;24;7.695;Mulato;1;BAJO
MASCULINO;0;26;9.025;Mestizos;1;BAJO
MASCULINO;0;25;9.025;AfroEcuatoriano;1;ALTO
MASCULINO;0;26;9.67;Mestizos;1;BAJO
